date,vol,enb,dr,weight_min,weight_max,weight_hhi,n_nonzero,no_trade,strategy
2024-04-24,0.004261,5.211987,1.713119,0.000001,0.249999,0.195674,16,0,sample+minimum_variance
2024-05-23,0.004309,5.095828,1.651813,0.000002,0.249999,0.198995,16,0,sample+minimum_variance
2024-06-25,0.004332,5.108234,1.642403,0.000002,0.249999,0.198710,16,0,sample+minimum_variance
2024-07-25,0.004385,5.244583,1.653986,0.000002,0.249999,0.194380,16,0,sample+minimum_variance
2024-08-23,0.004517,5.100589,1.632847,0.000003,0.249999,0.198420,16,0,sample+minimum_variance
2024-09-24,0.004431,5.253551,1.658430,0.000002,0.249999,0.194407,16,0,sample+minimum_variance
2024-10-23,0.004262,5.693996,1.699311,0.000002,0.249999,0.184472,16,0,sample+minimum_variance
2024-11-21,0.004158,6.564970,1.711324,0.000004,0.249998,0.164795,16,0,sample+minimum_variance
2024-12-23,0.004214,6.440959,1.657855,0.000001,0.250000,0.168696,16,0,sample+minimum_variance
2025-01-27,0.004242,6.164023,1.672839,0.000008,0.249995,0.173580,16,0,sample+minimum_variance
2025-02-26,0.004162,6.440068,1.727460,0.000002,0.249997,0.167894,16,0,sample+minimum_variance
2025-03-27,0.004292,6.431078,1.752802,0.000004,0.249998,0.165862,16,0,sample+minimum_variance
2025-04-28,0.005201,5.472718,1.594683,0.000002,0.249999,0.185365,16,0,sample+minimum_variance
2025-05-28,0.005307,5.523701,1.647931,0.000006,0.249997,0.184185,16,0,sample+minimum_variance
2025-06-27,0.005164,5.503393,1.686486,0.000005,0.249997,0.184647,16,0,sample+minimum_variance
2025-07-29,0.005054,5.343143,1.706941,0.000005,0.249996,0.188634,16,0,sample+minimum_variance
2025-08-27,0.004985,5.463518,1.693968,0.000004,0.249997,0.185561,16,0,sample+minimum_variance
2025-09-26,0.004963,5.472060,1.714640,0.000006,0.249996,0.185281,16,0,sample+minimum_variance
2025-10-27,0.004977,5.284124,1.718849,0.000000,0.250000,0.189862,16,0,sample+minimum_variance
2025-11-25,0.004876,4.987615,1.731462,0.000008,0.249995,0.198846,16,0,sample+minimum_variance
2019-06-21,0.003173,16.000000,2.099266,0.021597,0.350616,0.169063,16,0,sample+risk_parity
2019-07-23,0.003431,16.000000,2.015349,0.022986,0.335937,0.159039,16,0,sample+risk_parity
2019-08-21,0.003451,16.000000,2.085810,0.022242,0.339316,0.162498,16,0,sample+risk_parity
2019-09-20,0.003580,16.000000,2.101910,0.022323,0.333024,0.157397,16,0,sample+risk_parity
2019-10-21,0.003543,16.000000,2.122733,0.023154,0.330700,0.155664,16,0,sample+risk_parity
2019-11-19,0.003636,16.000000,2.081947,0.025556,0.308471,0.141939,16,0,sample+risk_parity
2019-12-19,0.003589,16.000000,2.087202,0.027510,0.293793,0.131407,16,0,sample+risk_parity
