window,universe,estimator,allocator,frequency,cost_bps,sigma_method,sharpe,sharpe_net,ann_return_net,ann_volatility,max_drawdown,calmar,avg_turnover,avg_enb,avg_dr,sharpe_per_turnover
756,us_sector_etf,rmt_hard,inverse_variance,monthly,10.000000,median_bulk,0.452912,0.449855,0.036394,0.088115,0.186821,0.196347,0.023335,14.783566,1.604172,19.278460
756,us_sector_etf,rmt_hard,minimum_variance,monthly,10.000000,median_bulk,0.425583,0.421503,0.032918,0.085519,0.195284,0.170457,0.030028,5.044165,1.726670,14.036770
756,us_sector_etf,rmt_hard,risk_parity,monthly,10.000000,median_bulk,0.490065,0.487083,0.041075,0.091231,0.198402,0.208501,0.023597,16.000000,1.670566,20.641517
756,us_sector_etf,rmt_hard,hrp,monthly,10.000000,median_bulk,0.356183,0.348338,0.025279,0.081060,0.187503,0.138330,0.053799,9.767645,1.686772,6.474768
756,us_sector_etf,rmt_hard,max_diversification,monthly,10.000000,median_bulk,0.324620,0.317730,0.025067,0.090799,0.210332,0.122248,0.052685,5.541150,1.869515,6.030756
756,us_sector_etf,rmt_soft,equal_weight,monthly,10.000000,median_bulk,0.664666,0.662341,0.071559,0.114472,0.174726,0.411196,0.022566,13.003810,1.359953,29.351793
756,us_sector_etf,rmt_soft,inverse_variance,monthly,10.000000,median_bulk,0.449749,0.446697,0.036040,0.087934,0.186854,0.194408,0.023252,14.780473,1.612270,19.211508
756,us_sector_etf,rmt_soft,minimum_variance,monthly,10.000000,median_bulk,0.427485,0.423440,0.033081,0.085495,0.195261,0.171292,0.029754,5.071522,1.727784,14.231566
756,us_sector_etf,rmt_soft,risk_parity,monthly,10.000000,median_bulk,0.489971,0.486988,0.041069,0.091236,0.198408,0.208462,0.023599,16.000000,1.675617,20.636195
756,us_sector_etf,rmt_soft,hrp,monthly,10.000000,median_bulk,0.386743,0.380806,0.027894,0.080799,0.186648,0.152136,0.040985,9.660914,1.689418,9.291356
756,us_sector_etf,rmt_soft,max_diversification,monthly,10.000000,median_bulk,0.348793,0.342082,0.027470,0.091337,0.210275,0.133650,0.051515,5.592157,1.872840,6.640501
756,us_sector_etf,rmt_rie,equal_weight,monthly,10.000000,median_bulk,0.664666,0.662341,0.071559,0.114472,0.174726,0.411196,0.022566,13.002788,1.372803,29.351793
756,us_sector_etf,rmt_rie,inverse_variance,monthly,10.000000,median_bulk,0.445937,0.442721,0.035729,0.088071,0.187263,0.192408,0.024539,14.718093,1.622916,18.041486
756,us_sector_etf,rmt_rie,minimum_variance,monthly,10.000000,median_bulk,0.399562,0.395192,0.030527,0.085285,0.194777,0.158748,0.032114,5.095752,1.750141,12.305812
756,us_sector_etf,rmt_rie,risk_parity,monthly,10.000000,median_bulk,0.489278,0.486286,0.041019,0.091277,0.198272,0.208359,0.023679,16.000000,1.689661,20.536773
756,us_sector_etf,rmt_rie,hrp,monthly,10.000000,median_bulk,0.372397,0.363875,0.026688,0.081498,0.186162,0.147265,0.059507,9.628289,1.705117,6.114816
756,us_sector_etf,rmt_rie,max_diversification,monthly,10.000000,median_bulk,0.372332,0.363575,0.029543,0.091573,0.206770,0.146924,0.068137,5.729762,1.889491,5.335912
756,us_sector_etf,factor_model,equal_weight,monthly,10.000000,median_bulk,0.664666,0.662341,0.071559,0.114472,0.174726,0.411196,0.022566,12.985271,1.344311,29.351793
756,us_sector_etf,factor_model,inverse_variance,monthly,10.000000,median_bulk,0.449944,0.446904,0.036065,0.087950,0.186962,0.194424,0.023170,13.898440,1.629879,19.287865
756,us_sector_etf,factor_model,minimum_variance,monthly,10.000000,median_bulk,0.410648,0.405787,0.029997,0.080878,0.182855,0.166287,0.033335,5.176293,1.956273,12.173039
756,us_sector_etf,factor_model,risk_parity,monthly,10.000000,median_bulk,0.447779,0.444628,0.036210,0.088900,0.203970,0.178992,0.024280,16.000000,1.846793,18.312547
756,us_sector_etf,factor_model,hrp,monthly,10.000000,median_bulk,0.297040,0.291069,0.020855,0.082531,0.193924,0.110184,0.042189,8.645149,1.793997,6.899234
756,us_sector_etf,factor_model,max_diversification,monthly,10.000000,median_bulk,0.249886,0.245381,0.016563,0.079771,0.179181,0.094491,0.030286,4.901604,2.236846,8.102132
