cost_bps,universe,estimator,allocator,window,frequency,sigma_method,sharpe,sharpe_net,ann_return_net,ann_volatility,max_drawdown,calmar,avg_turnover,avg_enb,avg_dr,sharpe_per_turnover
20.000000,us_sector_etf,rmt_soft,hrp,252,monthly,median_bulk,0.257787,0.241571,0.019790,0.104289,0.213509,0.100817,0.071286,9.144316,1.737238,3.388741
20.000000,us_sector_etf,rmt_soft,max_diversification,252,monthly,median_bulk,0.382501,0.359809,0.030425,0.096753,0.163538,0.199969,0.092460,5.536094,1.992488,3.891520
20.000000,us_sector_etf,rmt_rie,equal_weight,252,monthly,median_bulk,0.634706,0.631784,0.094508,0.167495,0.280438,0.338928,0.020799,12.756594,1.439244,30.376177
20.000000,us_sector_etf,rmt_rie,inverse_variance,252,monthly,median_bulk,0.364592,0.357999,0.035722,0.118651,0.188095,0.194256,0.033114,14.217968,1.714996,10.811248
20.000000,us_sector_etf,rmt_rie,minimum_variance,252,monthly,median_bulk,0.308419,0.295515,0.025786,0.105464,0.179499,0.151534,0.057859,5.416796,1.863382,5.107517
20.000000,us_sector_etf,rmt_rie,risk_parity,252,monthly,median_bulk,0.454272,0.448240,0.045657,0.114998,0.180069,0.257617,0.029351,16.000000,1.790534,15.271980
20.000000,us_sector_etf,rmt_rie,hrp,252,monthly,median_bulk,0.257987,0.241901,0.019763,0.103706,0.210205,0.102123,0.069747,9.073136,1.759708,3.468258
20.000000,us_sector_etf,rmt_rie,max_diversification,252,monthly,median_bulk,0.382505,0.360806,0.031105,0.098866,0.168011,0.198391,0.090357,5.935737,2.008388,3.993117
20.000000,us_sector_etf,factor_model,equal_weight,252,monthly,median_bulk,0.634706,0.631784,0.094508,0.167495,0.280438,0.338928,0.020799,12.737695,1.391222,30.376177
20.000000,us_sector_etf,factor_model,inverse_variance,252,monthly,median_bulk,0.366133,0.359596,0.036035,0.119183,0.190198,0.193743,0.033023,13.709883,1.700450,10.889410
20.000000,us_sector_etf,factor_model,minimum_variance,252,monthly,median_bulk,0.391896,0.376210,0.033259,0.100735,0.169284,0.206237,0.067090,4.983953,2.027620,5.607519
20.000000,us_sector_etf,factor_model,risk_parity,252,monthly,median_bulk,0.428935,0.422147,0.040851,0.109548,0.180261,0.230946,0.031364,16.000000,1.889860,13.459516
20.000000,us_sector_etf,factor_model,hrp,252,monthly,median_bulk,0.215847,0.198748,0.015032,0.101487,0.214881,0.078182,0.072787,8.627401,1.784311,2.730545
20.000000,us_sector_etf,factor_model,max_diversification,252,monthly,median_bulk,0.307681,0.291863,0.021916,0.087640,0.155539,0.150072,0.058327,4.783840,2.310492,5.003895
40.000000,us_sector_etf,sample,equal_weight,252,monthly,median_bulk,0.634706,0.628858,0.093968,0.167495,0.280438,0.338928,0.020799,12.755547,1.405249,30.235505
40.000000,us_sector_etf,sample,inverse_variance,252,monthly,median_bulk,0.366133,0.353052,0.035220,0.119183,0.190198,0.193743,0.033023,14.264592,1.679073,10.691223
40.000000,us_sector_etf,sample,minimum_variance,252,monthly,median_bulk,0.328913,0.303122,0.026522,0.105165,0.174860,0.167825,0.057698,5.255054,1.838559,5.253612
40.000000,us_sector_etf,sample,risk_parity,252,monthly,median_bulk,0.457905,0.445781,0.045201,0.114553,0.178762,0.261050,0.029391,16.000000,1.756337,15.167227
40.000000,us_sector_etf,sample,hrp,252,monthly,median_bulk,0.261403,0.228786,0.018403,0.104027,0.208919,0.104676,0.071022,9.118829,1.727691,3.221325
40.000000,us_sector_etf,sample,max_diversification,252,monthly,median_bulk,0.380793,0.335919,0.027860,0.096019,0.166206,0.194521,0.090944,5.359632,1.990132,3.693700
40.000000,us_sector_etf,ledoit_wolf,equal_weight,252,monthly,median_bulk,0.634706,0.628858,0.093968,0.167495,0.280438,0.338928,0.020799,12.783246,1.435755,30.235505
40.000000,us_sector_etf,ledoit_wolf,inverse_variance,252,monthly,median_bulk,0.476187,0.464988,0.051802,0.126882,0.198953,0.268019,0.030448,14.324762,1.669094,15.271758
40.000000,us_sector_etf,ledoit_wolf,minimum_variance,252,monthly,median_bulk,0.343222,0.318463,0.028253,0.105498,0.174512,0.177500,0.055529,5.494402,1.884278,5.735045
40.000000,us_sector_etf,ledoit_wolf,risk_parity,252,monthly,median_bulk,0.500901,0.489955,0.052196,0.118933,0.178823,0.299624,0.027602,16.000000,1.788891,17.751027
40.000000,us_sector_etf,ledoit_wolf,hrp,252,monthly,median_bulk,0.357647,0.326215,0.030069,0.109903,0.183810,0.183002,0.072332,10.126961,1.780737,4.509934
40.000000,us_sector_etf,ledoit_wolf,max_diversification,252,monthly,median_bulk,0.398655,0.364509,0.032907,0.104318,0.160216,0.228582,0.075296,6.188832,2.012163,4.840995
40.000000,us_sector_etf,constant_corr,equal_weight,252,monthly,median_bulk,0.634706,0.628858,0.093968,0.167495,0.280438,0.338928,0.020799,12.775402,1.406074,30.235505
40.000000,us_sector_etf,constant_corr,inverse_variance,252,monthly,median_bulk,0.366133,0.353052,0.035220,0.119183,0.190198,0.193743,0.033023,14.281139,1.676448,10.691223
40.000000,us_sector_etf,constant_corr,minimum_variance,252,monthly,median_bulk,0.326421,0.300726,0.026262,0.105139,0.174781,0.166339,0.057452,5.263357,1.830250,5.234363
40.000000,us_sector_etf,constant_corr,risk_parity,252,monthly,median_bulk,0.458295,0.446224,0.045385,0.114935,0.178790,0.262027,0.029344,16.000000,1.750906,15.206815
40.000000,us_sector_etf,constant_corr,hrp,252,monthly,median_bulk,0.257192,0.225206,0.018067,0.104380,0.215209,0.099794,0.069879,9.114945,1.724388,3.222803
40.000000,us_sector_etf,constant_corr,max_diversification,252,monthly,median_bulk,0.382239,0.338203,0.028377,0.097198,0.166116,0.197555,0.090276,5.422083,1.980820,3.746336
40.000000,us_sector_etf,rmt_hard,equal_weight,252,monthly,median_bulk,0.634706,0.628858,0.093968,0.167495,0.280438,0.338928,0.020799,12.755473,1.403608,30.235505
40.000000,us_sector_etf,rmt_hard,inverse_variance,252,monthly,median_bulk,0.360213,0.346860,0.034757,0.120595,0.194769,0.187087,0.034118,14.287113,1.677486,10.166571
40.000000,us_sector_etf,rmt_hard,minimum_variance,252,monthly,median_bulk,0.325019,0.298496,0.026244,0.106402,0.173133,0.168574,0.060202,5.175349,1.842153,4.958206
40.000000,us_sector_etf,rmt_hard,risk_parity,252,monthly,median_bulk,0.458081,0.445951,0.045222,0.114553,0.178625,0.261370,0.029402,16.000000,1.757374,15.167176
40.000000,us_sector_etf,rmt_hard,hrp,252,monthly,median_bulk,0.278358,0.242940,0.020021,0.105011,0.210231,0.113387,0.078214,9.233026,1.727118,3.106082
40.000000,us_sector_etf,rmt_hard,max_diversification,252,monthly,median_bulk,0.381131,0.334433,0.027924,0.096889,0.160519,0.203143,0.095182,5.396956,1.992306,3.513632
40.000000,us_sector_etf,rmt_soft,equal_weight,252,monthly,median_bulk,0.634706,0.628858,0.093968,0.167495,0.280438,0.338928,0.020799,12.755020,1.411335,30.235505
40.000000,us_sector_etf,rmt_soft,inverse_variance,252,monthly,median_bulk,0.361200,0.348051,0.034780,0.120013,0.193192,0.188559,0.033432,14.296103,1.688007,10.410620
40.000000,us_sector_etf,rmt_soft,minimum_variance,252,monthly,median_bulk,0.331070,0.305562,0.026823,0.105367,0.174027,0.170215,0.057170,5.245282,1.842690,5.344772
40.000000,us_sector_etf,rmt_soft,risk_parity,252,monthly,median_bulk,0.457923,0.445813,0.045208,0.114562,0.178716,0.261148,0.029361,16.000000,1.764388,15.183822
40.000000,us_sector_etf,rmt_soft,hrp,252,monthly,median_bulk,0.257787,0.225326,0.018058,0.104289,0.213509,0.100817,0.071286,9.144316,1.737238,3.160849
40.000000,us_sector_etf,rmt_soft,max_diversification,252,monthly,median_bulk,0.382501,0.337073,0.028152,0.096753,0.163538,0.199969,0.092460,5.536094,1.992488,3.645625
40.000000,us_sector_etf,rmt_rie,equal_weight,252,monthly,median_bulk,0.634706,0.628858,0.093968,0.167495,0.280438,0.338928,0.020799,12.756594,1.439244,30.235505
40.000000,us_sector_etf,rmt_rie,inverse_variance,252,monthly,median_bulk,0.364592,0.351400,0.034905,0.118651,0.188095,0.194256,0.033114,14.217968,1.714996,10.611936
40.000000,us_sector_etf,rmt_rie,minimum_variance,252,monthly,median_bulk,0.308419,0.282583,0.024374,0.105464,0.179499,0.151534,0.057859,5.416796,1.863382,4.884000
40.000000,us_sector_etf,rmt_rie,risk_parity,252,monthly,median_bulk,0.454272,0.442201,0.044926,0.114998,0.180069,0.257617,0.029351,16.000000,1.790534,15.066215
40.000000,us_sector_etf,rmt_rie,hrp,252,monthly,median_bulk,0.257987,0.225804,0.018061,0.103706,0.210205,0.102123,0.069747,9.073136,1.759708,3.237462
40.000000,us_sector_etf,rmt_rie,max_diversification,252,monthly,median_bulk,0.382505,0.339066,0.028882,0.098866,0.168011,0.198391,0.090357,5.935737,2.008388,3.752516
40.000000,us_sector_etf,factor_model,equal_weight,252,monthly,median_bulk,0.634706,0.628858,0.093968,0.167495,0.280438,0.338928,0.020799,12.737695,1.391222,30.235505
40.000000,us_sector_etf,factor_model,inverse_variance,252,monthly,median_bulk,0.366133,0.353052,0.035220,0.119183,0.190198,0.193743,0.033023,13.709883,1.700450,10.691223
40.000000,us_sector_etf,factor_model,minimum_variance,252,monthly,median_bulk,0.391896,0.360491,0.031607,0.100735,0.169284,0.206237,0.067090,4.983953,2.027620,5.373226
40.000000,us_sector_etf,factor_model,risk_parity,252,monthly,median_bulk,0.428935,0.415350,0.040073,0.109548,0.180261,0.230946,0.031364,16.000000,1.889860,13.242823
40.000000,us_sector_etf,factor_model,hrp,252,monthly,median_bulk,0.215847,0.181625,0.013267,0.101487,0.214881,0.078182,0.072787,8.627401,1.784311,2.495299
40.000000,us_sector_etf,factor_model,max_diversification,252,monthly,median_bulk,0.307681,0.276020,0.020493,0.087640,0.155539,0.150072,0.058327,4.783840,2.310492,4.732284
